,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_17362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17363,0,0,7,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,10,2,0,1,0,0
MGG_17364,0,3,1,0,1,1,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,1,2,0
MGG_17365,0,15,7,8,35,192,115,24,0,2,2,6,5,77,191,49,0,3,0,1,7,60,218,119
MGG_17366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17368,0,6,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MGG_17369,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGG_17370,0,0,0,0,6,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0
MGG_17371,0,209,221,209,648,330,220,698,1,104,106,131,543,1173,2393,696,0,80,201,121,669,932,1541,824
MGG_17372,0,22,147,21,628,63,30,4362,3,11,502,215,3689,14874,19125,3521,1,7,2224,594,1989,10201,13794,5885
MGG_17373,1,55,3,17,60,21,8,2,0,18,3,8,46,9,12,6,0,32,6,7,39,6,14,18
MGG_17374,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
MGG_17375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_17376,0,11,2,6,13,1,12,1,0,0,3,2,4,7,20,4,0,1,2,3,3,12,9,7
MGG_17377,0,5,1,0,5,1,3,2,0,0,0,2,0,7,21,9,0,1,2,0,4,5,5,1
MGG_17378,0,16,1,7,4,1,2,5,0,0,0,1,1,1,3,3,0,1,0,1,0,1,2,3
MGG_17379,0,0,0,1,1,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
MGG_17380,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
MGG_17381,0,5,0,0,3,12,5,1,0,1,0,1,4,0,2,1,0,0,0,0,0,0,3,0
MGG_17382,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17383,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17384,0,78,84,55,163,115,55,20,0,31,37,39,131,156,132,57,0,32,17,21,107,36,66,28
MGG_17385,0,91,22,74,92,78,59,19,0,35,21,30,98,68,165,43,0,53,35,38,79,47,79,69
MGG_17386,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MGG_17387,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17388,0,5,0,2,4,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0
MGG_17389,0,6,5,3,18,4,0,1,0,3,6,5,10,15,21,5,0,0,10,3,13,10,10,13
MGG_17390,0,1,1,1,1,2,0,0,0,1,0,3,0,0,1,0,0,0,0,3,3,1,0,2
MGG_17391,0,8,0,0,1,1,2,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0
MGG_17392,0,10,1,2,12,7,1,1,0,1,2,1,3,1,3,2,0,0,0,1,1,5,5,2
MGG_17393,0,8,9,4,3,10,11,2,0,1,0,1,1,0,3,0,0,5,3,3,6,0,3,4
MGG_17394,0,8,1,1,28,93,33,3,0,1,1,1,15,3,6,3,0,5,0,0,10,4,2,2
MGG_17395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
MGG_17396,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
MGG_17397,0,4,1,0,1,1,3,1,0,0,0,1,0,0,3,0,0,1,2,0,0,0,2,1
MGG_17398,0,74,19,37,64,123,66,11,1,96,22,6,93,18,59,13,0,21,11,6,52,14,21,50
MGG_17399,1,376,157,317,507,447,236,63,1,114,98,73,764,157,370,135,0,101,36,63,521,91,168,217
MGG_17400,0,15,8,5,15,11,7,3,0,0,3,6,3,12,27,2,0,4,5,4,4,9,37,11
MGG_17401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17402,0,11,0,4,4,12,3,0,0,5,2,4,2,3,6,3,0,4,6,1,3,3,3,3
MGG_17403,0,2,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
MGG_17404,0,2,1,0,2,0,1,1,0,0,0,1,7,2,2,0,0,0,0,0,2,1,0,0
MGG_17405,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2
MGG_17406,0,0,0,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
MGG_17407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17408,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0
MGG_17409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_17410,0,12,1,2,0,10,4,0,0,0,5,2,0,1,5,3,0,1,4,3,0,2,2,6
MGG_17411,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
MGG_17412,0,1,0,1,1,3,1,0,0,1,0,2,1,0,1,0,0,3,0,0,2,0,1,1
MGG_17413,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MGG_17414,0,4,0,0,4,11,12,0,0,5,0,0,1,2,3,1,0,4,0,1,1,2,0,0
MGG_17415,0,3,2,1,2,25,17,3,0,4,0,1,2,3,4,1,0,1,0,1,1,0,3,3
MGG_17416,0,4,4,1,10,3,2,0,0,5,2,3,1,2,5,3,0,1,2,1,1,1,6,3
MGG_17417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17418,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_17419,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MGG_17420,0,8,7,3,3,1,5,0,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1
MGG_17421,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17422,0,0,0,0,0,11,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
MGG_17423,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MGG_17424,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MGG_17425,1,3,11,413,70,60,21,20,1,5,4,280,106,6,22,31,0,2,3,60,30,9,19,12
MGG_17426,0,7,2,8,8,14,10,0,0,1,4,3,0,2,2,14,0,0,1,3,1,1,3,2
MGG_17427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17428,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
MGG_17429,0,59,7,22,41,60,52,10,0,19,7,6,14,8,27,20,0,23,5,8,16,3,13,5
MGG_17430,0,32,21,22,71,20,23,7,0,25,10,15,54,34,58,20,0,23,11,10,63,35,57,61
MGG_17431,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17432,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17434,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MGG_17435,0,0,1,2,3,2,0,0,0,0,0,1,3,0,5,0,0,0,2,0,2,1,1,2
MGG_17436,0,36,23,54,63,48,28,35,0,17,11,24,67,147,95,26,0,10,16,14,58,36,70,38
MGG_17437,0,36,26,28,66,37,15,13,0,21,12,17,27,89,138,16,0,13,9,25,44,51,126,78
MGG_17438,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
MGG_17439,0,38,24,25,50,81,41,12,0,12,19,15,90,19,62,29,0,14,15,10,65,22,42,62
MGG_17440,0,47,15,22,26,29,13,5,0,14,9,12,26,9,18,10,0,10,12,14,18,4,12,11
MGG_17441,0,0,0,0,2,0,1,3,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0
MGG_17442,0,60,31,47,72,65,36,17,0,27,13,16,102,29,71,27,0,24,13,17,70,21,62,58
MGG_17443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17444,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MGG_17445,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
MGG_17446,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGG_17447,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
MGG_17448,0,14,28,6,19,1,2,23,0,2,20,28,34,165,236,26,0,2,42,35,26,54,108,68
MGG_17449,0,189,81,154,254,253,166,42,0,83,47,56,220,72,238,104,0,61,49,54,204,71,138,144
MGG_17450,0,678,113,193,1801,1088,491,152,0,208,129,119,312,66,833,326,0,287,77,130,329,217,477,442
MGG_17451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17452,0,120,10,37,125,119,55,19,0,30,10,18,91,44,152,35,0,45,11,17,108,50,52,72
MGG_17453,0,74,29,45,71,90,40,25,0,18,16,34,43,79,152,43,0,16,38,34,36,40,90,58
MGG_17454,0,3,9,5,4,7,1,1,0,4,1,2,0,6,3,4,0,1,4,2,2,4,4,1
MGG_17455,0,18,23,19,37,29,29,13,0,9,12,6,87,72,119,17,0,11,23,10,56,40,110,70
MGG_17456,0,29,25,18,96,82,40,28,0,13,6,13,76,83,190,40,1,11,12,13,80,46,105,82
MGG_17457,0,3,1,2,2,8,0,1,0,2,0,2,3,0,0,1,0,0,3,1,0,0,1,3
MGG_17458,0,12,0,5,12,18,12,5,0,2,2,4,4,1,12,4,0,1,2,1,3,2,9,8
MGG_17459,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
MGG_17460,0,3,0,0,1,3,3,1,0,0,0,1,3,0,1,1,0,0,0,0,1,2,0,0
MGG_17461,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MGG_17462,0,7,0,0,3,2,0,0,0,5,0,0,4,3,1,1,0,2,1,0,5,1,2,1
MGG_17463,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MGG_17464,0,0,0,0,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MGG_17465,0,0,0,0,2,0,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
MGG_17466,0,2,0,0,1,2,0,0,0,0,0,0,1,0,1,3,0,0,1,0,2,0,1,0
MGG_17467,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
MGG_17468,0,3,0,3,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0
MGG_17469,0,17,5,6,11,38,24,3,0,4,0,3,7,3,8,7,0,4,1,0,7,1,5,3
MGG_17470,0,6,1,2,32,32,5,0,0,3,3,0,6,2,2,5,0,1,0,0,6,0,5,0
MGG_17471,1,317,72,114,154,304,145,62,1,123,39,25,117,527,454,172,0,143,24,21,93,123,229,248
MGG_17472,0,86,38,75,165,53,14,25,0,36,32,34,117,46,146,24,0,39,10,18,89,32,86,80
MGG_17473,0,18,39,29,32,31,13,6,0,8,10,13,10,3,27,9,0,3,4,8,6,9,8,7
MGG_17474,0,1,8,2,1,3,4,0,0,2,1,2,0,1,0,0,0,0,5,2,1,1,3,0
MGG_17475,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_17476,0,28,30,18,82,24,23,22,0,16,13,25,47,364,226,69,0,7,16,28,52,70,164,73
MGG_17477,0,1,10,5,3,4,4,6,0,0,5,8,5,44,16,18,0,1,1,2,2,9,18,8
MGG_17478,0,0,2,6,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,2,4
MGG_17479,0,1,0,1,3,5,4,0,0,0,0,1,0,0,3,5,0,0,0,0,1,0,1,1
MGG_17480,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,5,0,0,0,1,0,1,1,0
MGG_17481,0,11,0,0,5,3,0,2,0,3,0,0,0,0,0,0,0,5,0,0,2,0,0,0
MGG_17482,0,2,0,2,4,0,1,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0
MGG_17483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17484,0,0,0,0,1,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
MGG_17485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17486,0,489,42,30,314,142,115,66,0,274,21,23,122,52,110,73,0,272,17,29,93,40,131,113
MGG_17487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17488,0,4,3,4,16,12,2,1,0,5,0,0,1,10,3,3,0,0,0,0,5,6,11,5
MGG_17489,0,0,0,0,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0
MGG_17490,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,1,3
MGG_17491,0,40,20,26,66,43,22,16,0,18,12,9,71,66,87,19,0,10,19,9,45,18,37,24
MGG_17492,0,31,16,20,38,51,20,18,0,16,9,16,33,46,47,28,0,13,14,12,43,24,65,40
MGG_17493,0,1,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,1,3,0,1,0,4,0
MGG_17494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17496,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,1
MGG_17497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_17499,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,1,0
MGG_17500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17502,0,0,0,1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1
MGG_17503,0,47,6,38,33,29,12,1,0,9,5,2,10,4,8,17,0,7,1,0,13,1,6,5
MGG_17504,0,56,48,43,94,60,34,38,0,24,17,24,110,224,244,80,0,21,42,37,82,130,148,132
MGG_17505,0,23,17,15,33,24,10,12,0,7,6,8,52,27,38,5,0,7,9,9,34,8,27,36
MGG_17506,0,8,1,0,4,3,2,0,0,1,1,0,2,0,0,0,0,2,1,1,5,2,2,0
MGG_17507,0,0,0,0,6,20,9,1,0,0,0,0,2,6,5,7,0,0,1,0,0,1,10,3
MGG_17508,0,4,1,1,2,3,2,0,0,2,0,1,2,0,0,1,0,2,0,1,1,3,1,0
MGG_17509,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_17510,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,1,0,1,0,1,1,1,0,0
MGG_17511,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,1,0,1,2,0,3,2,2,0
MGG_17512,0,13,0,10,24,20,6,5,0,6,7,5,17,13,23,7,0,3,3,2,36,11,0,4
MGG_17513,0,437,354,416,2739,899,344,143,0,188,251,157,943,547,2195,456,2,194,168,197,797,765,942,692
MGG_17514,0,40,32,50,111,86,74,24,0,36,19,29,159,161,172,46,0,18,24,11,149,37,75,68
MGG_17515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17516,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MGG_17517,0,4,1,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
MGG_17518,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,0
MGG_17519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
MGG_17520,0,9,4,10,15,23,15,0,0,1,3,1,2,22,14,5,0,3,1,1,5,5,7,1
MGG_17521,0,4,86,15,11,6,1,7,0,1,18,11,14,25,18,6,0,3,34,18,6,7,16,8
MGG_17522,0,10,22,5,28,41,59,9,0,11,9,17,20,133,25,50,0,7,23,29,33,38,48,17
MGG_17523,0,0,0,2,2,3,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0
MGG_17524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
MGG_17525,0,0,1,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0
MGG_17526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17528,0,78,13,24,12,9,1,3,0,43,10,17,22,6,10,19,0,18,11,12,6,4,7,2
MGG_17529,0,0,61,13,0,3,0,0,0,0,8,21,0,0,0,0,0,0,11,7,0,0,0,0
MGG_17530,0,0,1,0,9,14,2,1,0,0,0,0,5,1,4,2,0,0,0,0,1,0,2,0
MGG_17531,1,315,267,209,903,987,653,603,2,285,98,92,816,594,2175,713,0,145,125,130,807,663,1344,1050
MGG_17532,0,57,82,29,314,244,88,57,0,33,28,18,249,65,261,53,0,14,19,13,197,49,108,130
MGG_17533,1,72,48,66,78,66,37,20,0,35,20,36,77,27,55,36,0,14,30,33,82,28,61,81
MGG_17534,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MGG_17535,0,38,49,85,35,57,50,9,0,16,32,64,131,47,58,24,0,17,32,45,58,27,50,41
MGG_17536,0,52,6,90,17,7,1,0,0,17,3,12,24,2,9,3,0,18,4,12,18,3,5,4
MGG_17537,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17538,0,36,55,47,78,82,28,17,0,23,29,27,77,102,157,29,0,14,29,12,62,52,63,35
MGG_17539,0,43,28,39,77,69,27,48,0,17,19,13,104,101,160,35,0,15,18,11,84,43,75,55
MGG_17540,0,15,1,3,17,34,21,6,0,3,0,1,3,4,14,19,0,2,2,1,9,6,6,5
MGG_17541,0,1,19,13,0,0,0,1,0,0,2,11,1,0,0,0,0,0,5,6,0,0,0,0
MGG_17542,0,12,4,2,37,67,29,17,0,6,2,8,8,2,31,11,0,1,7,4,17,10,19,15
MGG_17543,0,2,0,3,5,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2
MGG_17544,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGG_17545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_17546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MGG_17547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0
MGG_17548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MGG_17549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17550,0,0,11,33,82,167,127,49,0,0,4,4,51,53,117,39,0,0,3,13,32,29,44,23
MGG_17551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17553,0,0,0,0,2,3,0,1,0,0,0,0,1,0,4,2,0,1,0,0,1,2,0,0
MGG_17554,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
MGG_17555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17556,0,0,0,40,11,13,4,4,0,0,0,11,247,7,29,6,0,0,0,8,75,9,24,13
MGG_17557,0,23,1,10,62,27,11,2,0,8,3,8,46,19,42,8,0,22,1,9,53,22,34,24
MGG_17558,1,900,1577,1715,3391,2054,947,490,1,530,602,578,5349,2617,2974,455,0,276,399,424,3691,975,1891,814
MGG_17559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_17561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17563,0,0,0,9,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
MGG_17564,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
MGG_17565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_17567,0,0,0,5,3,0,4,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0
MGG_17568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17569,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
MGG_17570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MGG_17571,0,0,1,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,6,1,0,0,0,1
MGG_17572,0,2,4,2,9,8,3,1,0,4,3,3,4,2,5,2,0,6,1,1,1,2,3,3
MGG_17573,0,1,0,2,2,4,3,1,0,1,1,0,0,2,0,0,0,0,1,0,2,1,2,0
MGG_17574,0,14,0,8,35,17,8,10,0,4,3,3,22,20,61,10,0,4,7,6,19,23,36,17
MGG_17575,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,2
MGG_17576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17577,0,0,3,0,3,3,1,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,3
MGG_17578,0,169,13,67,58,47,31,28,0,49,46,13,51,44,143,40,0,64,32,24,46,31,45,58
MGG_17579,0,0,0,0,2,8,2,2,0,0,0,0,4,2,2,0,0,0,0,0,6,1,1,0
MGG_17580,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
MGG_17581,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0
MGG_17582,0,0,2,4,9,14,6,7,0,0,0,0,9,6,7,12,0,0,0,0,3,5,10,7
MGG_17583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17584,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17585,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MGG_17586,0,18,13,14,27,17,5,7,0,16,5,5,46,22,26,9,0,6,2,4,23,9,13,8
MGG_17587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17588,0,3,0,1,1,5,1,2,0,1,3,0,2,3,7,3,0,0,1,0,2,4,4,2
MGG_17589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MGG_17591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MGG_17593,0,3,1,1,3,13,1,1,0,0,0,0,1,3,5,6,0,2,0,0,3,1,4,1
MGG_17594,0,0,0,0,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4,0
MGG_17595,0,18,3,12,89,26,5,7,0,4,4,4,64,12,68,13,0,2,0,4,85,28,36,38
MGG_17596,0,140,115,148,289,215,104,58,0,65,51,67,398,171,381,108,0,40,45,47,281,88,144,164
MGG_17597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MGG_17601,0,0,0,23,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1
MGG_17602,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
MGG_17604,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
MGG_17605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17606,0,0,0,0,8,3,2,2,0,0,0,0,0,4,3,0,0,0,0,0,0,1,2,0
MGG_17607,0,1,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
MGG_17608,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
MGG_17609,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17610,0,4,6,3,22,43,25,2,0,2,3,1,6,5,12,5,0,1,0,3,4,4,12,5
MGG_17611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17612,0,1,1,1,3,1,2,0,0,2,2,0,1,0,3,4,0,0,1,0,2,4,4,0
MGG_17613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
