,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48
MGG_08592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,8,4,34,25,17
MGG_08593,0,0,0,0,2,0,0,0,0,3,0,4,0,1,0,7,26,7,121,96,30,445,167,77
MGG_08594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,13,4,38,15,18
MGG_08595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,27,42,8,140,67,35
MGG_08596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,22,5,70,42,15
MGG_08597,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,12,1,41,83,11,262,113,76
MGG_08598,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,7,0,33,41,12,67,35,28
MGG_08600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17,0,34,63,10,120,49,45
MGG_08601,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,11,0,12,23,6,101,16,3
MGG_08602,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,28,40,13,137,65,29
MGG_08607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_08610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2
MGG_08611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,1,56,12,5
MGG_08612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1
MGG_08613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,7,77,37,14
MGG_08614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,16,3,11
MGG_08615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,10,4,42,12,20
MGG_08616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,3,40,17,18
MGG_08617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,11,4,52,34,21
MGG_08619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,17,37,9,126,39,54
MGG_08620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,15,6,7
MGG_08621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2
MGG_08622,0,0,0,0,0,0,0,1,0,2,0,2,1,0,1,2,30,0,116,109,22,422,395,207
MGG_08623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,43,7,209,147,57
MGG_08624,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,14,10,2,66,62,27
MGG_08625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,20,5,94,39,17
MGG_08626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,23,58,17,160,53,15
MGG_08627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,7,4
MGG_08628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,4,96,37,14
MGG_08629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,32,26,13
MGG_08631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,1,35,14,14
MGG_08632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,18,5,265,135,45
MGG_08633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MGG_08636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,9,11,2,58,30,28
MGG_08637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,67,50,5,152,105,75
MGG_08638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,18,17,6,256,140,65
MGG_08639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,53,39,12,100,54,24
MGG_08640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,18,4,70,22,20
MGG_08641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,14,38,4,129,55,14
MGG_08642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,18,4,43,19,6
MGG_08643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,10,34,7,97,44,19
MGG_08644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_08645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,17,80,9,189,65,32
MGG_08646,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,22,38,6,72,34,19
MGG_08647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,1348,379,218
MGG_08648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,13,2,83,40,12
MGG_08649,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,2,91,165,26,483,324,131
MGG_08651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,56,8,6
MGG_08652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0
MGG_08653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,1,9,2,1
MGG_08654,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,9,0,12,11,6,60,26,14
MGG_08655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,25,1,20,3,6
MGG_08656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,15,8,2,67,12,17
MGG_08657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,51,66,15,22,4,10
MGG_08658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
MGG_08660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,0,1
MGG_08661,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,13,32,8,93,50,25
MGG_08662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
MGG_08663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,29,6,69,22,9
MGG_08664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0
MGG_08671,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
MGG_08676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,12,2,15,8,8
MGG_08677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_08681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,12,2,54,23,8
MGG_08682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,1
MGG_08683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,26,3,133,59,28
MGG_08684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MGG_08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_08688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,11,1,40,20,12
MGG_08689,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,3,0,88,73,21,281,117,85
MGG_08690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,2,49,65,20,217,159,71
MGG_08691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,21,6,6,68,53,34
MGG_08692,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,17,0,55,79,20,556,299,138
MGG_08693,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,8,0,70,103,12,310,209,105
MGG_08694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,2,28,16,4
MGG_08695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,19,12,4
MGG_08696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_08697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,6,53,27,20
MGG_08698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,5,39,16,14
MGG_08699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,0,14,5,3
MGG_08700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
MGG_08702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_08704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,5,3
MGG_08705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,8,10,1,105,54,16
MGG_08706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,2,51,20,26
MGG_08708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,13,3,60,27,7
MGG_08709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
MGG_08710,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,14,34,5,96,19,15
MGG_08711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,32,19,6
MGG_08715,0,0,0,0,0,0,0,0,0,6,3,0,4,29,1,13,307,19,110,698,178,324,174,117
MGG_08722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,6,4,13,7,4
MGG_08725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,59,37,19
MGG_08726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MGG_08730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,11,27,2,59,34,18
MGG_08731,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,18,21,2,141,139,71
MGG_08732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,8,4,447,308,130
MGG_08733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
MGG_08736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,16,7
MGG_08737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,2,15,8,8
MGG_08738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,14,17,3,80,46,29
MGG_08744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,14,53,10,139,61,28
MGG_08745,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,19,30,8,203,128,63
MGG_08746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,22,1,108,50,21
MGG_08747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08748,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,19,1,167,72,54
MGG_08749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,2,10,18,4
MGG_08751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0
MGG_08752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,9
MGG_08753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
MGG_08757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,42,45,13,196,101,68
MGG_08758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,1,132,56,57
MGG_08759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,8,6,0
MGG_08760,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,17,11,233,54,60
MGG_08761,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1
MGG_08764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,75,21,11
MGG_08765,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,16,0,30,17,12,307,225,97
MGG_08766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MGG_08767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,6,2
MGG_08768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,40,22,11
MGG_08770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,24,15,9
MGG_08771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,35,49,5,402,265,91
MGG_08772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,11,7,26,18,8
MGG_08773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_08774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,83,25,4
MGG_08775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,16,8,2
MGG_08776,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,3,0,37,10,16,1124,402,448
MGG_08777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,12
MGG_08778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,7,9,256,38,67
MGG_08779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,68,7,22
MGG_08781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,4,11,58,8,25
MGG_08782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,107,28,30
MGG_08783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,64,13,17
MGG_08784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,28,4,7
MGG_08785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,35,9,19
MGG_08786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,154,8,29
MGG_08787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,2,2
MGG_08795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,18,24,4,31,18,22
MGG_08796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0
MGG_08798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
MGG_08799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,2,29,51,9,26,9,8
MGG_08800,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,3,0,6,2,5
MGG_08801,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,12,21,4,119,85,36
MGG_08802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1,22,50,8,148,50,43
MGG_08803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,2
MGG_08804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,4,24,9,79,60,13
MGG_08807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,13,3,74,24,19
MGG_08808,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,12,14,4,136,79,48
MGG_08809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,10,2,106,73,29
MGG_08810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,29,19,2,173,111,54
MGG_08811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6
MGG_08813,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
MGG_08814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,39,2,106,79,19
MGG_08815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,11,4,127,59,33
MGG_08816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_08817,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,11,27,0,56,51,23,10,4,8
MGG_08818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08820,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,11,0,11,47,13,168,73,29
MGG_08821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,12,7,1
MGG_08822,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,22,4,66,18,13
MGG_08823,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,2,1,6,4,1
MGG_08824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,5,5,6
MGG_08825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,30,5,89,51,27
MGG_08826,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,14,2,51,101,18,338,169,88
MGG_08827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,14,4,65,35,10
MGG_08828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,20,2,48,10,4
MGG_08829,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,4,18,0,87,105,19,428,203,124
MGG_08830,0,0,0,0,0,0,0,0,0,0,1,2,1,14,1,49,767,30,1297,2998,443,988,229,166
MGG_08831,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,10,56,3,264,511,52,242,85,58
MGG_08832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,58,52,9,168,124,61
MGG_08833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,21,9,4,82,58,43
MGG_08834,0,1,2,1,1,1,0,0,0,0,0,0,2,7,0,28,168,6,391,699,115,1799,1059,451
MGG_08835,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,1,68,74,9,403,361,268
MGG_08836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,31,10,9
MGG_08837,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,8,18,3,54,19,25
MGG_08838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,27,20,3,52,29,17
MGG_08839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,20,10,10
MGG_08840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,22,57,5,212,90,26
MGG_08841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,8,44,5,49,13,12
MGG_08842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,31,4,144,60,40
MGG_08843,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,1,72,44,24,353,186,108
MGG_08844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,19,29,5,99,55,44
MGG_08845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,40,11,251,173,75
MGG_08846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,3,1,71,32,30
MGG_08847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,2,38,28,18
MGG_08850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,43,1,70,128,21,178,56,46
MGG_08851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,25,6,20,17,3
MGG_08853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,12,2,53,46,37
MGG_08854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,1,38,12,13
MGG_08855,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,20,42,10,111,58,23
MGG_08856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,21,27,4,86,65,26
MGG_08857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,11,4,43,9,9
MGG_08858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,41,43,13,186,114,66
MGG_08859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,25,4,45,17,8
MGG_08860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,2,19,44,4,140,56,23
MGG_08862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,10
MGG_08863,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,9,22,1,69,32,10
MGG_08866,0,0,2,1,0,2,1,1,0,0,0,0,0,1,0,8,33,3,147,218,34,820,495,272
MGG_08867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,26,71,5,164,90,32
MGG_08868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,38,31,26
MGG_08869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,0,41,9,3
MGG_08871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,35,17,11
MGG_08873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,14,4,69,16,10
MGG_08874,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,3,28,3,61,13,4
MGG_08875,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,16,10,7,46,19,17
MGG_08880,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,4,20,0,41,82,22,480,271,108
MGG_08881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
MGG_08883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,15,0,243,135,49
MGG_08884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,8,15,5,57,28,15
MGG_08885,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,10,4,0,22,28,5,109,64,46
MGG_08887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,27,4,153,61,29
MGG_08888,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,5,0,55,46,10,606,211,162
MGG_08890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,2,2
MGG_08891,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,16,6,6
MGG_08892,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,4,1,23,17,15
MGG_08893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,15,13,3,82,32,22
MGG_08894,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,22,4,113,54,22
MGG_08895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,17,6,204,156,120
MGG_08896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,28,30,9,93,46,27
MGG_08897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,59,65,9,157,101,58
MGG_08898,0,0,0,1,0,3,0,0,0,0,0,0,0,10,0,3,45,3,84,173,36,386,174,110
MGG_08899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,9,2,4
MGG_08900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,17,12,4
MGG_08903,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,7,2,48,63,15,425,241,102
MGG_08904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36,43,11,376,268,119
MGG_08905,0,0,0,0,0,0,1,0,0,0,0,1,1,9,1,1,18,1,99,147,21,1332,1008,502
MGG_08906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,25,20,4,93,33,35
MGG_08908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,31,25,8,113,80,38
MGG_08911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,27,27,6,68,20,26
MGG_08912,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,14,14,2,233,112,61
MGG_08913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,15,3,144,53,27
MGG_08914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,13,2,31,15,2
MGG_08915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,3,4
MGG_08916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,1
MGG_08917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,16,2,41,25,23
